6,MP3 (Strength Equipment),2.0,8.0,25.0,1612141207.3457453
7,MP4 (Table Tennis),1.0,8.0,13.0,1612141207.3457453
8,Fitness Loft,13.0,29.0,45.0,1612141207.3457453
9,Feature Gym Lounge (Cardio),0.0,13.0,0.0,1612141207.3457453
10,Fitness Pavilion,11.0,42.0,27.0,1612141207.3457453
11,Mindfulness Room ,0.0,2.0,0.0,1612141207.3457453
12,Upper Fitness ,9.0,25.0,36.0,1612141207.3457453
13,MAC Court (Cardio/Strength Equipment),2.0,50.0,4.0,1612141207.3457453
14,Atrium Track (3rd Floor),4.0,10.0,40.0,1612141207.3457453
15,East Mezzanine (3rd Floor),0.0,12.0,0.0,1612141207.3457453
16,West Mezzanine (3rd Floor),0.0,12.0,0.0,1612141207.3457453
17,Upper Gym,6.0,18.0,34.0,1612141207.3457453
18,Upper Track (4th Floor),0.0,10.0,0.0,1612141207.3457453
19,Racquetball/Squash Courts ,0.0,3.0,0.0,1612141207.3457453
20,Faculty/Staff Workout Area ,0.0,6.0,0.0,1612141207.3457453
21,B&G Gym 1-3,,,,1612141207.3457453
22,B&G Gym 4-6,,,,1612141207.3457453
23,Bouldering Wall,,,,1612141207.3457453
24,Feature Gym,,,,1612141207.3457453
25,Climbing Wall ,,,,1612141207.3457453
26,TREC,,,,1612141207.3457453
0,Colby Fitness (Free Weights/Cardio),28.0,101.0,28.0,1612144806.4073622
1,East Fitness (Strength Equipment),18.0,43.0,42.0,1612144806.4073622
2,Olympic Lifting Room ,4.0,8.0,50.0,1612144806.4073622
3,Scifres ,9.0,36.0,25.0,1612144806.4073622
4,Racquetball Court 2 (Squat Racks),0.0,8.0,0.0,1612144806.4073622
5,Lower Gym (Badminton & Pickleball),2.0,18.0,12.0,1612144806.4073622
6,MP3 (Strength Equipment),2.0,8.0,25.0,1612144806.4073622
7,MP4 (Table Tennis),2.0,8.0,25.0,1612144806.4073622
8,Fitness Loft,5.0,29.0,18.0,1612144806.4073622
9,Feature Gym Lounge (Cardio),0.0,13.0,0.0,1612144806.4073622
10,Fitness Pavilion,15.0,42.0,36.0,1612144806.4073622
11,Mindfulness Room ,0.0,2.0,0.0,1612144806.4073622
12,Upper Fitness ,10.0,25.0,40.0,1612144806.4073622
13,MAC Court (Cardio/Strength Equipment),1.0,50.0,2.0,1612144806.4073622
14,Atrium Track (3rd Floor),2.0,10.0,20.0,1612144806.4073622
15,East Mezzanine (3rd Floor),2.0,12.0,17.0,1612144806.4073622
16,West Mezzanine (3rd Floor),3.0,12.0,25.0,1612144806.4073622
17,Upper Gym,10.0,18.0,56.0,1612144806.4073622
18,Upper Track (4th Floor),5.0,10.0,50.0,1612144806.4073622
19,Racquetball/Squash Courts ,0.0,3.0,0.0,1612144806.4073622
